"Intercept","Intercept_IClwr","Intercept_ICupr","Intercept_pval","masks.avg","masks.avg_IClwr","masks.avg_ICupr","masks.avg_std","masks.avg_std_IClwr","masks.avg_std_ICupr","masks.avg_pval","people_fully_vaccinated_per_hundred","people_fully_vaccinated_per_hundred_IClwr","people_fully_vaccinated_per_hundred_ICupr","people_fully_vaccinated_per_hundred_std","people_fully_vaccinated_per_hundred_std_IClwr","people_fully_vaccinated_per_hundred_std_ICupr","people_fully_vaccinated_per_hundred_pval","human_development_index","human_development_index_IClwr","human_development_index_ICupr","human_development_index_std","human_development_index_std_IClwr","human_development_index_std_ICupr","human_development_index_pval","cardlife","cardlife_IClwr","cardlife_ICupr","cardlife_std","cardlife_std_IClwr","cardlife_std_ICupr","cardlife_pval","Stringency","Stringency_IClwr","Stringency_ICupr","Stringency_std","Stringency_std_IClwr","Stringency_std_ICupr","Stringency_pval","total_tests_per_thousand","total_tests_per_thousand_IClwr","total_tests_per_thousand_ICupr","total_tests_per_thousand_std","total_tests_per_thousand_std_IClwr","total_tests_per_thousand_std_ICupr","total_tests_per_thousand_pval","aged_65_older","aged_65_older_IClwr","aged_65_older_ICupr","aged_65_older_std","aged_65_older_std_IClwr","aged_65_older_std_ICupr","aged_65_older_pval","urban_density","urban_density_IClwr","urban_density_ICupr","urban_density_std","urban_density_std_IClwr","urban_density_std_ICupr","urban_density_pval","diabetes_prevalence","diabetes_prevalence_IClwr","diabetes_prevalence_ICupr","diabetes_prevalence_std","diabetes_prevalence_std_IClwr","diabetes_prevalence_std_ICupr","diabetes_prevalence_pval","Obesity.rate","Obesity.rate_IClwr","Obesity.rate_ICupr","Obesity.rate_std","Obesity.rate_std_IClwr","Obesity.rate_std_ICupr","Obesity.rate_pval","Gini","Gini_IClwr","Gini_ICupr","Gini_std","Gini_std_IClwr","Gini_std_ICupr","Gini_pval","adj_R2","pred_R2"
36.7243881685853,-13.0506529286201,86.4994292657908,0.139021073064079,13.3882353468888,6.01430359793412,20.7621670958435,0.515669037229563,0.233660840696375,0.797677233762752,0.00120941383654082,-0.247210954562115,-0.388408433170472,-0.106013475953758,-0.482936706717555,-0.749775935385209,-0.216097478049902,0.0016477919816094,-21.3729332067921,-75.8114001334533,33.0655337198692,-0.147891652103393,-0.483313209911829,0.187529905705044,0.421419439435529,0.717392078964246,-0.447980548893677,1.88276470682217,0.203726550652917,-0.0935994130565528,0.501052514362387,0.213060514813559,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.767756592585197,0.745367915713502
27.2328850364447,-22.7639561023429,77.2297261752324,0.267466096161868,10.8776126347546,2.94149163533779,18.8137336341714,0.418968436794288,0.132737189869684,0.705199683718891,0.00997458793132693,-0.244548815890826,-0.381542070608207,-0.107555561173446,-0.477736109984232,-0.735403001138244,-0.220069218830219,0.00146467359206553,-18.3946180602043,-71.3508923081842,34.5616561877755,-0.127282971804264,-0.445036391795604,0.190470448187077,0.474924239452137,1.10937109467253,-0.142013777126218,2.36075596647128,0.3150415973898,-0.000570984682482567,0.630654179462082,0.0789378489787294,0.14439008326665,-0.0534475476768227,0.342227714210122,0.202234704359217,-0.0476713841863459,0.452140792904779,0.14258059777223,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.783175452476693,0.745291708707593
34.560478743011,-15.2406307075892,84.3615881936112,0.162074440202951,14.0244179542715,6.57481587657382,21.4740200319693,0.540172615494452,0.256608200020013,0.823737030968891,0.000928091589209159,-0.254428739473473,-0.395879967093069,-0.112977511853876,-0.497036944634039,-0.761819031354134,-0.232254857913943,0.0013744161151032,-19.3832724292848,-73.7970660969557,35.0305212383861,-0.134124041609136,-0.460546654150236,0.192298570931964,0.463892192740746,0.712326915868968,-0.449807419207973,1.87446125094591,0.202288134706947,-0.0867790993781495,0.491355368792043,0.214142281247357,,,,,,,,0.000175080427556557,-0.000153681868096842,0.000503842723209957,0.113411416857076,-0.0750840125884963,0.301906846302649,0.277920371916078,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.770794039662747,0.710057404041125
27.4375545065222,-23.6146971776271,78.4898061906714,0.272573715916577,11.6648930032352,3.15966012674107,20.1701258797294,0.449291784055917,0.149187829874943,0.749395738236892,0.0100985110889464,-0.249352869275529,-0.390112365072579,-0.108593373478479,-0.487121024680318,-0.746359802166084,-0.227882247194552,0.00163880791351757,-17.6637685576552,-71.7864592044429,36.4589220891325,-0.122225802564779,-0.437840189311203,0.193388584181644,0.500383221622311,1.04363524219583,-0.252155232537231,2.3394257169289,0.296373788151313,-0.0205102436284667,0.613257819931092,0.107494940959149,0.121307353097896,-0.0944378381218257,0.337052544317618,0.169904720153441,-0.0912191127319648,0.431028553038847,0.251823588868473,0.000106207808429425,-0.000242495041503457,0.000454910658362308,0.0687979701864446,-0.122843926288116,0.260439866661005,0.529051368796166,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.775865476110134,0.706676307580047
42.7518886279144,-13.9328175633002,99.4365948191291,0.130485369995286,13.2761994965743,5.71196305511631,20.8404359380322,0.511353799442805,0.229486675507211,0.7932209233784,0.00168534442279809,-0.224114216892077,-0.397153414982456,-0.0510750188016993,-0.437816285391385,-0.746003274704567,-0.129629296078203,0.0140107828107934,-25.3524722318461,-83.4498459496063,32.7449014859142,-0.175428377892539,-0.523975307925404,0.173118552140327,0.371369172483887,0.673143563749665,-0.533905612822102,1.88019274032143,0.191160761817898,-0.108280201198692,0.490601724834488,0.256618982006229,,,,,,,,,,,,,,,-0.203314784736109,-1.04034075328889,0.633711183816677,-0.0682134816039911,-0.312371291493358,0.175944328285376,0.616030478768395,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758350359423767,0.703211438665872
34.7181108023043,-21.0360584149128,90.4722800195214,0.206373913715627,10.6049493833499,2.47685534563471,18.7330434210651,0.408466380870061,0.123727181292081,0.693205580448042,0.0135898580678045,-0.213926517781636,-0.38148870396783,-0.0463643315954417,-0.417914198664926,-0.711149097625296,-0.124679299704556,0.0153790805449933,-23.5000010299315,-79.6268456763198,32.6268436164569,-0.162610061198504,-0.490203253088353,0.164983130691345,0.389359097588684,1.07043792109113,-0.210027588801471,2.35090343098373,0.303985270741808,-0.00973099646408582,0.617701537947702,0.0957353902914444,0.151565509782449,-0.051177266378905,0.354308285943802,0.212284703827629,-0.0379236833906055,0.462493091045864,0.133164514730556,,,,,,,,-0.26839585122718,-1.0809205398234,0.54412883736904,-0.0900486183729125,-0.321412414777652,0.141315178031827,0.49527266231354,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.776798068278652,0.703827720398758
37.5453915192563,-20.4805913013052,95.5713743398177,0.190002713669719,13.9343340070371,6.20565899576638,21.6630090183077,0.536702889937899,0.25138179883181,0.822023981043989,0.00141887500199276,-0.243053235010011,-0.421541163310948,-0.0645653067090743,-0.474814431588183,-0.78783947459735,-0.161789388579016,0.0105485086344005,-21.3865736995977,-80.3700785176353,37.5969311184399,-0.147986038540528,-0.491898196718517,0.19592611963746,0.454767591192675,0.69163077068795,-0.52182678217452,1.90508832355042,0.19641079873799,-0.0966802883842268,0.489501885860208,0.24564231416209,,,,,,,,0.00016491509989383,-0.00018647925104945,0.000516309450837111,0.106826647621955,-0.0882603236128906,0.3019136188568,0.335975671156213,-0.0964467329165754,-0.967754488863189,0.774861023030038,-0.0323585294109776,-0.278612986407734,0.213895927585779,0.818131491232328,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.758087458719411,0.652616034934696
33.2510932537385,-24.6063930061594,91.1085795136364,0.240761530771609,11.2365110148442,2.31387240358932,20.1591496260992,0.432791974947662,0.129345108736051,0.736238841159273,0.0167821933963887,-0.224031887537448,-0.403526471776872,-0.0445373032980241,-0.437655451631161,-0.743068053888393,-0.132242849373929,0.0176155515263172,-21.8662072336348,-80.2108661525279,36.4784516852583,-0.151304899600291,-0.481596843205607,0.178987044005024,0.438536153274947,1.03102387046514,-0.301516687421602,2.36356442835188,0.292792383593006,-0.0234100475288846,0.608994814714896,0.120466396964952,0.13322518075327,-0.09403866068943,0.360489022195971,0.186596990827167,-0.0814555904441786,0.454649572098513,0.23187678024227,7.72598291911011e-05,-0.000301095201073264,0.000455614859455467,0.0500464090531642,-0.15085327353463,0.250946091640958,0.670878288002743,-0.210454848528655,-1.0939130063992,0.673003309341886,-0.070609021164955,-0.313769057954891,0.172551015624981,0.620444973104604,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.765593258223848,0.646089496860416
36.2373446908662,-15.1978682935052,87.6725576752375,0.156123898708026,13.2912865187321,5.64968385384237,20.9328891836218,0.511934899938069,0.228055825442617,0.795813974433521,0.0018145830070417,-0.252406817425072,-0.404960382134071,-0.0998532527160723,-0.493087037248163,-0.77270546391297,-0.213468610583355,0.002696203059355,-21.0601030341009,-77.1834938924861,35.0632878242842,-0.145726999707793,-0.482306621314707,0.190852621899121,0.440743946479761,0.689892413686401,-0.534735442371373,1.91452026974417,0.195917136365469,-0.107888267608303,0.499722540339241,0.251986371667619,,,,,,,,,,,,,,,,,,,,,,0.370832491656968,-2.92669427875075,3.66835926206468,0.0266291433104923,-0.178631116281107,0.231889402902092,0.815894666047586,,,,,,,,,,,,,,,,,,,,,,0.755612070787089,0.727397276867589
27.2489222571552,-24.3435453929087,78.8413899072191,0.280651308523891,10.8520226396129,2.65890710583772,19.045138173388,0.417982797700297,0.130813914899204,0.705151680501389,0.0124482880904831,-0.23956345500182,-0.388955915956608,-0.0901709940470321,-0.467997003665906,-0.737509558317318,-0.198484449014494,0.00353342008065197,-18.5493723148083,-73.2160494076922,36.1173047780756,-0.128353805749327,-0.44714073939523,0.190433127896576,0.483772896264291,1.15326318082784,-0.206304957742863,2.51283131939854,0.327506166731424,-0.00557535018097594,0.660587683643823,0.0913365519501384,0.151079259831846,-0.063116154925846,0.365274674589538,0.211603655567388,-0.0513294086546073,0.474536719789383,0.155033138821125,,,,,,,,,,,,,,,-0.347006718184611,-3.70982922598815,3.01581578961892,-0.024918236228311,-0.228338558924928,0.178502086468306,0.830246768015429,,,,,,,,,,,,,,,,,,,,,,0.77105937608847,0.706834044885712
